Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Review Rating Missing Flag,purchase_frequency_annual,purchase_count,repeat_purchase_ratio,estimated_total_spend,avg_order_value_proxy,promo_used_flag,organic_customer_flag,discount_dependency_score,low_promo_dependency_flag,satisfaction_flag,rating_segment,subscription_flag,engagement_score,purchase_count_percentile,frequency_percentile,behavioral_loyalty_score,behavioral_loyalty_flag,spend_percentile,aov_percentile,rating_percentile,value_quality_loyalty_score,value_quality_loyalty_flag,loyalty_classification,age_group,spending_tier,loyalty_tier,customer_archetype,ideal_candidate_flag,dashboard_segment,purchase_history_band,promo_dependency_band,retention_proxy_score
1664,43,Male,Shirt,Clothing,22,Maine,XL,Gold,Summer,3.5,No,Standard,Yes,Yes,1,Cash,Bi-Weekly,0,26,2,0.5,44,22,1,0,100,0,0,Good,0,0.0,0.0107692307692307,0.7223076923076923,35.76538461538461,0,0.0007692307692307,0.0308974358974358,0.3985897435897436,8.775,0,Not Loyal by Either Definition,36-45,Low,Bronze,Discount Hunter,0,Discount Hunter,New / Trial,Promo Used,18.29
1665,19,Male,Handbag,Accessories,53,Minnesota,M,Purple,Spring,5.0,No,Next Day Air,Yes,Yes,35,PayPal,Weekly,0,52,36,0.9722222222222222,1908,53,1,0,100,0,1,Excellent,0,40.0,0.6979487179487179,0.931025641025641,83.43803418803418,0,0.6747435897435897,0.4217948717948718,0.9914102564102564,57.36282051282051,0,Not Loyal by Either Definition,18-25,High,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,66.89
1666,40,Male,Jacket,Outerwear,41,New Mexico,L,Pink,Fall,3.4,No,Next Day Air,Yes,Yes,49,Venmo,Monthly,0,12,50,0.98,2050,41,1,0,100,0,0,Good,0,0.0,0.972948717948718,0.5117948717948718,81.29551282051281,1,0.7044871794871795,0.2787179487179487,0.3557692307692308,42.26282051282052,0,Behaviorally Loyal Only,36-45,High,Elite,Discount Loyalist,0,Discount Loyalist,Established,Promo Used,47.15
1667,51,Male,Skirt,Clothing,64,Arkansas,M,Blue,Summer,3.1,No,Store Pickup,Yes,Yes,47,PayPal,Annually,0,1,48,0.9791666666666666,3072,64,1,0,100,0,0,Good,0,0.0,0.930897435897436,0.0734615384615384,64.0448717948718,0,0.8753846153846154,0.5507692307692308,0.236025641025641,53.505128205128216,0,Not Loyal by Either Definition,46-60,Premium,Gold,Discount Hunter,0,Discount Hunter,Established,Promo Used,42.2
1668,51,Male,Handbag,Accessories,40,Oklahoma,L,Brown,Winter,3.4,No,2-Day Shipping,Yes,Yes,24,Bank Transfer,Every 3 Months,0,4,25,0.96,1000,40,1,0,100,0,0,Good,0,0.0,0.472051282051282,0.2938461538461538,50.72692307692308,0,0.3807692307692307,0.266025641025641,0.3557692307692308,28.996794871794872,0,Not Loyal by Either Definition,46-60,Medium,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,30.08
1669,66,Male,Blouse,Clothing,33,Utah,L,Charcoal,Summer,4.0,No,Standard,Yes,Yes,28,Debit Card,Fortnightly,0,26,29,0.9655172413793104,957,33,1,0,100,0,1,Good,0,40.0,0.553974358974359,0.7223076923076923,69.5199602122016,0,0.3607692307692308,0.1775641025641025,0.6043589743589743,30.957051282051285,0,Not Loyal by Either Definition,60+,Medium,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,54.02
1670,42,Male,T-shirt,Clothing,59,Wisconsin,L,Maroon,Winter,2.7,No,Store Pickup,Yes,Yes,22,Bank Transfer,Quarterly,0,4,23,0.9565217391304348,1357,59,1,0,100,0,0,Average,0,0.0,0.4333333333333333,0.2938461538461538,48.91505016722408,0,0.5092307692307693,0.4906410256410256,0.0773076923076923,34.18141025641026,0,Not Loyal by Either Definition,36-45,High,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,30.56
1671,22,Male,Pants,Clothing,73,Utah,L,Cyan,Fall,3.6,No,Free Shipping,Yes,Yes,20,Cash,Weekly,0,52,21,0.9523809523809524,1533,73,1,0,100,0,0,Good,0,0.0,0.3897435897435897,0.931025641025641,69.17197802197802,0,0.5693589743589743,0.661025641025641,0.4369230769230769,48.03846153846154,0,Not Loyal by Either Definition,18-25,High,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,43.14
1672,31,Male,Hoodie,Clothing,22,Utah,M,Olive,Winter,4.0,No,Free Shipping,Yes,Yes,25,Bank Transfer,Weekly,0,52,26,0.9615384615384616,572,22,1,0,100,0,1,Good,0,40.0,0.4938461538461538,0.931025641025641,74.0397435897436,0,0.2142307692307692,0.0308974358974358,0.6043589743589743,21.428846153846155,0,Not Loyal by Either Definition,26-35,Low,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,53.68
1673,18,Male,Boots,Footwear,73,South Carolina,L,Gold,Fall,3.8,No,Free Shipping,Yes,Yes,15,Venmo,Quarterly,0,4,16,0.9375,1168,73,1,0,100,0,0,Good,0,0.0,0.293076923076923,0.2938461538461538,42.22307692307693,0,0.4437179487179487,0.661025641025641,0.5167948717948718,44.61025641025641,0,Not Loyal by Either Definition,Teen,Medium,Bronze,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,30.15
1674,21,Male,Blouse,Clothing,62,Hawaii,M,Violet,Fall,3.4,No,Next Day Air,Yes,Yes,49,Venmo,Bi-Weekly,0,26,50,0.98,3100,62,1,0,100,0,0,Good,0,0.0,0.972948717948718,0.7223076923076923,88.66346153846155,1,0.8785897435897436,0.523974358974359,0.3557692307692308,55.35833333333333,0,Behaviorally Loyal Only,18-25,Premium,Elite,Discount Loyalist,0,Discount Loyalist,Established,Promo Used,53.74
1675,35,Male,Coat,Outerwear,56,Alaska,M,Peach,Winter,3.2,No,Free Shipping,Yes,Yes,10,Debit Card,Fortnightly,0,26,11,0.9090909090909092,616,56,1,0,100,0,0,Good,0,0.0,0.1914102564102564,0.7223076923076923,52.07604895104896,0,0.232051282051282,0.4547435897435897,0.2755128205128205,26.16089743589744,0,Not Loyal by Either Definition,26-35,Low,Silver,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,29.97
1676,35,Male,Pants,Clothing,90,Colorado,M,Beige,Spring,4.7,No,Next Day Air,Yes,Yes,21,Credit Card,Annually,0,1,22,0.9545454545454546,1980,90,1,0,100,0,1,Excellent,0,40.0,0.4126923076923077,0.0734615384615384,40.23321678321678,0,0.6917948717948718,0.8652564102564102,0.8852564102564102,67.00833333333334,0,Not Loyal by Either Definition,26-35,High,Bronze,Discount Hunter,0,Discount Hunter,Growing,Promo Used,49.86
1677,27,Male,Sunglasses,Accessories,44,West Virginia,M,Cyan,Winter,3.1,No,Next Day Air,Yes,Yes,34,Bank Transfer,Weekly,0,52,35,0.9714285714285714,1540,44,1,0,100,0,0,Good,0,0.0,0.6797435897435897,0.931025641025641,82.6029304029304,0,0.5714102564102564,0.3134615384615384,0.236025641025641,35.41346153846155,0,Not Loyal by Either Definition,26-35,High,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,46.02
1678,65,Male,Jeans,Clothing,35,Oregon,L,Silver,Summer,3.3,No,Next Day Air,No,No,41,Debit Card,Weekly,0,52,42,0.9761904761904762,1470,35,0,1,0,1,0,Good,0,0.0,0.8129487179487179,0.931025641025641,88.69239926739925,1,0.5502564102564103,0.2011538461538461,0.3137179487179487,48.313461538461546,0,Behaviorally Loyal Only,60+,High,Elite,True Loyalist,0,True Loyalist,Established,Organic / No Promo,66.99
1679,41,Male,Pants,Clothing,71,Ohio,S,Magenta,Summer,4.8,No,2-Day Shipping,No,No,30,Venmo,Fortnightly,0,26,31,0.967741935483871,2201,71,0,1,0,1,1,Excellent,0,40.0,0.5924358974358974,0.7223076923076923,71.29522332506204,0,0.7343589743589743,0.6358974358974359,0.9226923076923076,78.72564102564102,1,Value-Quality Loyal Only,36-45,High,Elite,Casual Customer,1,Casual Customer,Growing,Organic / No Promo,81.76
1680,60,Male,Dress,Clothing,52,Massachusetts,S,Black,Fall,4.5,No,Next Day Air,No,No,24,Debit Card,Bi-Weekly,0,26,25,0.96,1300,52,0,1,0,1,1,Excellent,0,40.0,0.472051282051282,0.7223076923076923,65.72307692307693,0,0.4893589743589743,0.4096153846153846,0.8048717948717948,60.912179487179486,0,Not Loyal by Either Definition,46-60,Medium,Gold,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,74.8
1681,61,Male,Shoes,Footwear,37,Louisiana,M,Olive,Summer,3.4,No,Store Pickup,No,No,6,Credit Card,Annually,0,1,7,0.8571428571428571,259,37,0,1,0,1,0,Good,0,0.0,0.12,0.0734615384615384,25.11401098901099,0,0.0744871794871794,0.2296153846153846,0.3557692307692308,30.83525641025641,0,Not Loyal by Either Definition,60+,Low,Bronze,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,34.01
1682,24,Male,Sneakers,Footwear,95,Virginia,L,Green,Winter,3.7,No,2-Day Shipping,No,No,14,Credit Card,Bi-Weekly,0,26,15,0.9333333333333332,1425,95,0,1,0,1,0,Good,0,0.0,0.2719230769230769,0.7223076923076923,56.18397435897435,0,0.5355128205128206,0.93,0.4748717948717949,69.16794871794872,0,Not Loyal by Either Definition,18-25,High,Silver,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,57.57
1683,65,Male,Socks,Clothing,97,New York,M,Yellow,Fall,4.9,No,2-Day Shipping,No,No,37,Credit Card,Bi-Weekly,0,26,38,0.9736842105263158,3686,97,0,1,0,1,1,Excellent,0,40.0,0.7342307692307692,0.7223076923076923,77.79483805668016,0,0.936025641025641,0.9571794871794872,0.9619230769230768,95.60897435897436,1,Value-Quality Loyal Only,60+,Premium,Elite,Casual Customer,1,Casual Customer,Established,Organic / No Promo,88.91
1684,23,Male,Coat,Outerwear,57,Arkansas,S,Lavender,Spring,3.5,No,Next Day Air,No,No,37,Venmo,Quarterly,0,4,38,0.9736842105263158,2166,57,0,1,0,1,0,Good,0,0.0,0.7342307692307692,0.2938461538461538,62.798684210526325,0,0.7285897435897436,0.467051282051282,0.3985897435897436,63.79166666666667,0,Not Loyal by Either Definition,18-25,High,Gold,Casual Customer,0,Casual Customer,Established,Organic / No Promo,59.21
1685,30,Male,Shirt,Clothing,93,New Mexico,M,Indigo,Spring,4.6,No,Standard,No,No,28,PayPal,Weekly,0,52,29,0.9655172413793104,2697,93,0,1,0,1,1,Excellent,0,40.0,0.553974358974359,0.931025641025641,76.8250884173298,0,0.821923076923077,0.9016666666666666,0.8444871794871794,87.30833333333334,1,Value-Quality Loyal Only,26-35,Premium,Elite,Casual Customer,1,Casual Customer,Growing,Organic / No Promo,86.4
1686,33,Male,Blouse,Clothing,48,Minnesota,M,Pink,Winter,4.6,No,Standard,No,No,43,PayPal,Bi-Weekly,0,26,44,0.9772727272727272,2112,48,0,1,0,1,1,Excellent,0,40.0,0.8514102564102564,0.7223076923076923,83.13968531468531,1,0.7196153846153847,0.3606410256410256,0.8444871794871794,69.69038461538462,1,Loyal by Both Definitions,26-35,High,Elite,True Loyalist,1,True Loyalist,Established,Organic / No Promo,84.84
1687,22,Male,Gloves,Accessories,75,Illinois,L,Red,Fall,4.2,No,Store Pickup,No,No,25,Cash,Annually,0,1,26,0.9615384615384616,1950,75,0,1,0,1,1,Excellent,0,40.0,0.4938461538461538,0.0734615384615384,44.025000000000006,0,0.6847435897435897,0.6837179487179487,0.6871794871794872,73.22628205128206,1,Value-Quality Loyal Only,18-25,High,Bronze,Casual Customer,1,Casual Customer,Growing,Organic / No Promo,68.12
1688,67,Male,Skirt,Clothing,70,Georgia,S,Magenta,Winter,3.7,No,Free Shipping,No,No,4,PayPal,Annually,0,1,5,0.8,350,70,0,1,0,1,0,Good,0,0.0,0.0748717948717948,0.0734615384615384,21.940384615384616,0,0.1158974358974359,0.6234615384615385,0.4748717948717949,44.71987179487179,0,Not Loyal by Either Definition,60+,Low,Bronze,Casual Customer,0,Casual Customer,New / Trial,Organic / No Promo,36.05
1689,28,Male,Handbag,Accessories,26,Mississippi,S,Peach,Winter,3.0,No,Next Day Air,No,No,13,Venmo,Fortnightly,0,26,14,0.9285714285714286,364,26,0,1,0,1,0,Average,0,0.0,0.2512820512820513,0.7223076923076923,55.15989010989011,0,0.1232051282051282,0.0848717948717948,0.1952564102564102,25.955128205128208,0,Not Loyal by Either Definition,26-35,Low,Silver,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,46.31
1690,32,Male,Shirt,Clothing,73,North Carolina,L,Turquoise,Winter,4.6,No,Store Pickup,No,No,32,Bank Transfer,Monthly,0,12,33,0.9696969696969696,2409,73,0,1,0,1,1,Excellent,0,40.0,0.6382051282051282,0.5117948717948718,66.02599067599067,0,0.7758974358974359,0.661025641025641,0.8444871794871794,79.45128205128206,1,Value-Quality Loyal Only,26-35,Premium,Gold,Casual Customer,1,Casual Customer,Growing,Organic / No Promo,79.57
1691,40,Male,Coat,Outerwear,30,Nevada,M,Black,Summer,3.2,No,Free Shipping,No,No,1,Cash,Annually,0,1,2,0.5,60,30,0,1,0,1,0,Good,0,0.0,0.0107692307692307,0.0734615384615384,13.055769230769233,0,0.0029487179487179,0.1352564102564102,0.2755128205128205,24.009615384615383,0,Not Loyal by Either Definition,36-45,Low,Bronze,Casual Customer,0,Casual Customer,New / Trial,Organic / No Promo,26.88
1692,64,Male,Shoes,Footwear,61,Connecticut,L,Blue,Summer,3.5,No,Next Day Air,No,No,4,Cash,Annually,0,1,5,0.8,305,61,0,1,0,1,0,Good,0,0.0,0.0748717948717948,0.0734615384615384,21.940384615384616,0,0.1003846153846153,0.5135897435897436,0.3985897435897436,39.82692307692308,0,Not Loyal by Either Definition,60+,Low,Bronze,Casual Customer,0,Casual Customer,New / Trial,Organic / No Promo,34.83
1693,56,Male,Handbag,Accessories,75,Utah,M,Beige,Winter,2.6,No,Standard,No,No,33,Cash,Bi-Weekly,0,26,34,0.9705882352941176,2550,75,0,1,0,1,0,Average,0,0.0,0.6591025641025641,0.7223076923076923,74.35214932126696,0,0.8020512820512821,0.6837179487179487,0.0373076923076923,64.92115384615384,0,Not Loyal by Either Definition,46-60,Premium,Elite,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,64.69
1694,63,Male,Jacket,Outerwear,88,Tennessee,XL,Olive,Fall,4.9,No,Standard,No,No,45,Bank Transfer,Fortnightly,0,26,46,0.9782608695652174,4048,88,0,1,0,1,1,Excellent,0,40.0,0.8887179487179487,0.7223076923076923,84.83829431438127,1,0.9632051282051282,0.8392307692307692,0.9619230769230768,93.74743589743588,1,Loyal by Both Definitions,60+,Premium,Elite,True Loyalist,1,True Loyalist,Established,Organic / No Promo,91.61
1695,20,Male,Shirt,Clothing,67,Mississippi,M,Turquoise,Summer,2.7,No,Express,No,No,20,Debit Card,Fortnightly,0,26,21,0.9523809523809524,1407,67,0,1,0,1,0,Average,0,0.0,0.3897435897435897,0.7223076923076923,61.866849816849815,0,0.5279487179487179,0.5874358974358974,0.0773076923076923,52.35,0,Not Loyal by Either Definition,18-25,High,Gold,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,55.93
1696,54,Male,Hat,Accessories,95,Nebraska,S,Yellow,Fall,4.7,No,2-Day Shipping,No,No,1,PayPal,Fortnightly,0,26,2,0.5,190,95,0,1,0,1,1,Excellent,0,40.0,0.0107692307692307,0.7223076923076923,35.76538461538461,0,0.05,0.93,0.8852564102564102,57.95512820512821,0,Not Loyal by Either Definition,46-60,Low,Bronze,Casual Customer,0,Casual Customer,New / Trial,Organic / No Promo,60.58
1697,31,Male,Sunglasses,Accessories,69,West Virginia,S,Turquoise,Spring,4.0,No,Free Shipping,No,No,7,Credit Card,Bi-Weekly,0,26,8,0.875,552,69,0,1,0,1,1,Good,0,40.0,0.1394871794871794,0.7223076923076923,49.05769230769232,0,0.2051282051282051,0.6134615384615385,0.6043589743589743,50.62884615384616,0,Not Loyal by Either Definition,26-35,Low,Silver,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,64.73
1698,36,Male,Shirt,Clothing,87,South Carolina,L,Lavender,Fall,3.5,No,Next Day Air,No,No,48,Credit Card,Every 3 Months,0,4,49,0.979591836734694,4263,87,0,1,0,1,0,Good,0,0.0,0.953974358974359,0.2938461538461538,72.80529827315542,0,0.9762820512820513,0.8276923076923077,0.3985897435897436,82.71538461538462,0,Not Loyal by Either Definition,36-45,Premium,Elite,Casual Customer,0,Casual Customer,Established,Organic / No Promo,68.44
1699,25,Male,Belt,Accessories,41,Iowa,XL,Turquoise,Winter,4.8,No,Standard,No,No,46,Bank Transfer,Quarterly,0,4,47,0.9787234042553192,1927,41,0,1,0,1,1,Excellent,0,40.0,0.9093589743589744,0.2938461538461538,70.78023731587561,0,0.6806410256410257,0.2787179487179487,0.9226923076923076,67.6474358974359,1,Value-Quality Loyal Only,18-25,High,Gold,Casual Customer,1,Casual Customer,Established,Organic / No Promo,78.76
1700,20,Male,Sweater,Clothing,67,North Dakota,L,Teal,Spring,4.0,No,Free Shipping,No,No,34,Debit Card,Annually,0,1,35,0.9714285714285714,2345,67,0,1,0,1,1,Good,0,40.0,0.6797435897435897,0.0734615384615384,52.58818681318681,0,0.7615384615384615,0.5874358974358974,0.6043589743589743,72.23461538461538,1,Value-Quality Loyal Only,18-25,Premium,Silver,Casual Customer,1,Casual Customer,Growing,Organic / No Promo,71.72
1701,62,Male,Hoodie,Clothing,70,West Virginia,L,Black,Fall,4.1,No,Express,No,No,36,Bank Transfer,Monthly,0,12,37,0.972972972972973,2590,70,0,1,0,1,1,Excellent,0,40.0,0.7151282051282051,0.5117948717948718,69.5530492030492,0,0.808076923076923,0.6234615384615385,0.6465384615384615,75.84038461538462,1,Value-Quality Loyal Only,60+,Premium,Gold,Casual Customer,1,Casual Customer,Established,Organic / No Promo,80.26
1702,69,Male,Handbag,Accessories,41,Mississippi,XL,Blue,Winter,3.8,No,Next Day Air,No,No,44,Debit Card,Every 3 Months,0,4,45,0.9777777777777776,1845,41,0,1,0,1,0,Good,0,0.0,0.8688461538461538,0.2938461538461538,68.93824786324787,0,0.6598717948717949,0.2787179487179487,0.5167948717948718,58.69871794871796,0,Not Loyal by Either Definition,60+,High,Gold,Casual Customer,0,Casual Customer,Established,Organic / No Promo,60.7
1703,54,Male,Jeans,Clothing,83,Alabama,XL,Yellow,Summer,5.0,No,Express,No,No,48,Bank Transfer,Weekly,0,52,49,0.979591836734694,4067,83,0,1,0,1,1,Excellent,0,40.0,0.953974358974359,0.931025641025641,95.10658032443747,1,0.9644871794871794,0.7826923076923077,0.9914102564102564,92.975,1,Loyal by Both Definitions,46-60,Premium,Elite,True Loyalist,1,True Loyalist,Established,Organic / No Promo,96.04
1704,39,Male,Backpack,Accessories,22,California,M,Black,Spring,4.0,No,Next Day Air,No,No,12,Bank Transfer,Annually,0,1,13,0.9230769230769232,286,22,0,1,0,1,1,Good,0,40.0,0.2323076923076923,0.0734615384615384,31.48653846153846,0,0.0883333333333333,0.0308974358974358,0.6043589743589743,31.39294871794872,0,Not Loyal by Either Definition,36-45,Low,Bronze,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,52.02
1705,56,Male,Sneakers,Footwear,20,Idaho,M,Lavender,Summer,3.9,No,Store Pickup,No,No,19,Cash,Every 3 Months,0,4,20,0.95,400,20,0,1,0,1,0,Good,0,0.0,0.3691025641025641,0.2938461538461538,45.89423076923077,0,0.1366666666666666,0.0067948717948717,0.5603846153846154,31.84423076923077,0,Not Loyal by Either Definition,46-60,Low,Bronze,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,43.61
1706,39,Male,Jewelry,Accessories,29,South Dakota,L,Cyan,Summer,3.4,No,2-Day Shipping,No,No,49,Venmo,Bi-Weekly,0,26,50,0.98,1450,29,0,1,0,1,0,Good,0,0.0,0.972948717948718,0.7223076923076923,88.66346153846155,1,0.546025641025641,0.1219230769230769,0.3557692307692308,47.00448717948718,0,Behaviorally Loyal Only,36-45,High,Elite,True Loyalist,0,True Loyalist,Established,Organic / No Promo,66.65
1707,37,Male,Sunglasses,Accessories,87,North Dakota,M,Brown,Spring,3.0,No,Standard,No,No,25,Venmo,Fortnightly,0,26,26,0.9615384615384616,2262,87,0,1,0,1,0,Average,0,0.0,0.4938461538461538,0.7223076923076923,66.73461538461538,0,0.7466666666666667,0.8276923076923077,0.1952564102564102,69.46410256410257,0,Not Loyal by Either Definition,36-45,High,Gold,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,62.4
1708,25,Male,Shorts,Clothing,81,Nevada,L,Maroon,Fall,4.9,No,2-Day Shipping,No,No,25,Cash,Bi-Weekly,0,26,26,0.9615384615384616,2106,81,0,1,0,1,1,Excellent,0,40.0,0.4938461538461538,0.7223076923076923,66.73461538461538,0,0.7170512820512821,0.7560256410256411,0.9619230769230768,81.82115384615385,1,Value-Quality Loyal Only,18-25,High,Gold,Casual Customer,1,Casual Customer,Growing,Organic / No Promo,80.49
1709,35,Male,Boots,Footwear,58,Florida,L,Cyan,Spring,3.2,No,Express,No,No,1,Credit Card,Quarterly,0,4,2,0.5,116,58,0,1,0,1,0,Good,0,0.0,0.0107692307692307,0.2938461538461538,20.76923076923077,0,0.0194871794871794,0.4785897435897436,0.2755128205128205,33.25448717948718,0,Not Loyal by Either Definition,26-35,Low,Bronze,Casual Customer,0,Casual Customer,New / Trial,Organic / No Promo,32.66
1710,45,Male,Skirt,Clothing,83,Indiana,M,Pink,Winter,3.8,No,Standard,No,No,19,Bank Transfer,Annually,0,1,20,0.95,1660,83,0,1,0,1,0,Good,0,0.0,0.3691025641025641,0.0734615384615384,38.18076923076923,0,0.6101282051282051,0.7826923076923077,0.5167948717948718,69.30833333333334,0,Not Loyal by Either Definition,36-45,High,Bronze,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,49.51
1711,19,Male,Pants,Clothing,59,Arkansas,XL,Orange,Fall,3.8,No,Store Pickup,No,No,7,Credit Card,Quarterly,0,4,8,0.875,472,59,0,1,0,1,0,Good,0,0.0,0.1394871794871794,0.2938461538461538,34.06153846153847,0,0.1674358974358974,0.4906410256410256,0.5167948717948718,44.29935897435898,0,Not Loyal by Either Definition,18-25,Low,Bronze,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,41.4
1712,21,Male,T-shirt,Clothing,93,North Carolina,M,Lavender,Spring,4.7,No,Express,No,No,19,Credit Card,Monthly,0,12,20,0.95,1860,93,0,1,0,1,1,Excellent,0,40.0,0.3691025641025641,0.5117948717948718,53.52243589743591,0,0.6641025641025641,0.9016666666666666,0.8852564102564102,81.81089743589743,1,Value-Quality Loyal Only,18-25,High,Silver,Casual Customer,1,Casual Customer,Growing,Organic / No Promo,74.54
1713,65,Male,T-shirt,Clothing,87,Illinois,S,Beige,Fall,3.8,No,2-Day Shipping,No,No,9,Cash,Fortnightly,0,26,10,0.9,870,87,0,1,0,1,0,Good,0,0.0,0.1733333333333333,0.7223076923076923,51.08076923076923,0,0.3271794871794872,0.8276923076923077,0.5167948717948718,59.11538461538461,0,Not Loyal by Either Definition,60+,Medium,Silver,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,52.77
1714,49,Male,Jacket,Outerwear,22,Missouri,M,Pink,Winter,4.6,No,Free Shipping,No,No,37,PayPal,Quarterly,0,4,38,0.9736842105263158,836,22,0,1,0,1,1,Excellent,0,40.0,0.7342307692307692,0.2938461538461538,62.798684210526325,0,0.3142307692307692,0.0308974358974358,0.8444871794871794,45.23141025641026,0,Not Loyal by Either Definition,46-60,Medium,Gold,Casual Customer,0,Casual Customer,Established,Organic / No Promo,69.57
1715,30,Male,Jeans,Clothing,71,South Dakota,S,Charcoal,Summer,4.4,No,Standard,No,No,15,Cash,Monthly,0,12,16,0.9375,1136,71,0,1,0,1,1,Excellent,0,40.0,0.293076923076923,0.5117948717948718,49.851282051282055,0,0.4342307692307692,0.6358974358974359,0.7667948717948718,63.60256410256411,0,Not Loyal by Either Definition,26-35,Medium,Silver,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,68.33
1716,23,Male,Dress,Clothing,69,Idaho,XL,Gray,Spring,3.4,No,2-Day Shipping,No,No,30,PayPal,Bi-Weekly,0,26,31,0.967741935483871,2139,69,0,1,0,1,0,Good,0,0.0,0.5924358974358974,0.7223076923076923,71.29522332506204,0,0.7238461538461538,0.6134615384615385,0.3557692307692308,66.40576923076922,0,Not Loyal by Either Definition,18-25,High,Elite,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,63.68
1717,69,Male,Blouse,Clothing,47,Connecticut,M,Cyan,Winter,4.7,No,Standard,No,No,30,Cash,Every 3 Months,0,4,31,0.967741935483871,1457,47,0,1,0,1,1,Excellent,0,40.0,0.5924358974358974,0.2938461538461538,56.299069478908194,0,0.5483333333333333,0.3496153846153846,0.8852564102564102,63.37884615384616,0,Not Loyal by Either Definition,60+,High,Silver,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,71.18
1718,29,Male,Hoodie,Clothing,50,Hawaii,L,Orange,Summer,2.9,No,Express,No,No,16,Debit Card,Bi-Weekly,0,26,17,0.9411764705882352,850,50,0,1,0,1,0,Average,0,0.0,0.3114102564102564,0.7223076923076923,58.11776018099548,0,0.3201282051282051,0.3821794871794872,0.1532051282051282,40.42371794871795,0,Not Loyal by Either Definition,26-35,Medium,Silver,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,51.26
1719,54,Male,T-shirt,Clothing,96,Maryland,L,Pink,Winter,3.4,No,2-Day Shipping,No,No,14,PayPal,Every 3 Months,0,4,15,0.9333333333333332,1440,96,0,1,0,1,0,Good,0,0.0,0.2719230769230769,0.2938461538461538,41.18782051282052,0,0.5420512820512821,0.9433333333333334,0.3557692307692308,67.38076923076923,0,Not Loyal by Either Definition,46-60,High,Bronze,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,50.38
1720,45,Male,Sweater,Clothing,39,Maryland,M,White,Winter,3.2,No,Free Shipping,No,No,8,Venmo,Quarterly,0,4,9,0.8888888888888888,351,39,0,1,0,1,0,Good,0,0.0,0.1564102564102564,0.2938461538461538,35.1008547008547,0,0.1175641025641025,0.2546153846153846,0.2755128205128205,31.578205128205127,0,Not Loyal by Either Definition,36-45,Low,Bronze,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,38.69
1721,25,Male,Shorts,Clothing,84,Massachusetts,S,Beige,Winter,2.8,No,Express,No,No,40,Debit Card,Bi-Weekly,0,26,41,0.975609756097561,3444,84,0,1,0,1,0,Average,0,0.0,0.7934615384615384,0.7223076923076923,80.49873358348967,1,0.9155128205128203,0.7947435897435897,0.1144871794871794,73.77884615384615,0,Behaviorally Loyal Only,18-25,Premium,Elite,True Loyalist,0,True Loyalist,Established,Organic / No Promo,69.67
1722,34,Male,Jewelry,Accessories,28,Delaware,S,Magenta,Spring,4.3,No,Free Shipping,No,No,24,Credit Card,Monthly,0,12,25,0.96,700,28,0,1,0,1,1,Excellent,0,40.0,0.472051282051282,0.5117948717948718,58.3551282051282,0,0.2624358974358974,0.1082051282051282,0.7276923076923076,42.75641025641026,0,Not Loyal by Either Definition,26-35,Medium,Silver,Casual Customer,0,Casual Customer,Growing,Organic / No Promo,66.95
1723,46,Male,T-shirt,Clothing,51,Massachusetts,L,Violet,Summer,3.3,No,Standard,No,No,14,Cash,Fortnightly,0,26,15,0.9333333333333332,765,51,0,1,0,1,0,Good,0,0.0,0.2719230769230769,0.7223076923076923,56.18397435897435,0,0.2871794871794871,0.3961538461538461,0.3137179487179487,42.66538461538462,0,Not Loyal by Either Definition,46-60,Medium,Silver,Casual Customer,0,Casual Customer,Early Repeat,Organic / No Promo,50.95
