Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Review Rating Missing Flag,purchase_frequency_annual,purchase_count,repeat_purchase_ratio,estimated_total_spend,avg_order_value_proxy,promo_used_flag,organic_customer_flag,discount_dependency_score,low_promo_dependency_flag,satisfaction_flag,rating_segment,subscription_flag,engagement_score,purchase_count_percentile,frequency_percentile,behavioral_loyalty_score,behavioral_loyalty_flag,spend_percentile,aov_percentile,rating_percentile,value_quality_loyalty_score,value_quality_loyalty_flag,loyalty_classification,age_group,spending_tier,loyalty_tier,customer_archetype,ideal_candidate_flag
1730,47,Male,Shorts,Clothing,21,Illinois,M,Brown,Winter,3.8,No,Store Pickup,No,No,12,Venmo,Fortnightly,0,26,13,0.9230769230769231,273,21,0,1,0,1,0,Good,0,0.0,0.2323076923076923,0.7223076923076923,54.19615384615384,0,0.0817948717948718,0.019358974358974358,0.5167948717948718,29.091666666666672,0,Not Loyal by Either Definition,46-60,Low,Silver,Casual Customer,0
1731,23,Male,Shirt,Clothing,22,Alabama,S,Silver,Fall,4.2,No,Free Shipping,No,No,26,Credit Card,Weekly,0,52,27,0.9629629629629629,594,22,0,1,0,1,1,Excellent,0,40.0,0.5138461538461538,0.931025641025641,74.96823361823361,0,0.2246153846153846,0.030897435897435897,0.6871794871794872,38.50064102564102,0,Not Loyal by Either Definition,18-25,Low,Elite,Casual Customer,0
1732,21,Male,Backpack,Accessories,87,Idaho,M,Gray,Fall,3.1,No,Next Day Air,No,No,12,Cash,Monthly,0,12,13,0.9230769230769231,1131,87,0,1,0,1,0,Good,0,0.0,0.2323076923076923,0.5117948717948718,46.82820512820513,0,0.4321794871794872,0.8276923076923077,0.23602564102564103,57.70000000000001,0,Not Loyal by Either Definition,18-25,Medium,Silver,Casual Customer,0
1733,45,Male,Belt,Accessories,50,Rhode Island,S,Charcoal,Winter,2.6,No,Free Shipping,No,No,36,Cash,Every 3 Months,0,4,37,0.972972972972973,1850,50,0,1,0,1,0,Average,0,0.0,0.7151282051282051,0.29384615384615387,61.924844074844074,0,0.6624358974358975,0.3821794871794872,0.037307692307692306,51.79807692307693,0,Not Loyal by Either Definition,36-45,High,Gold,Casual Customer,0
1734,67,Male,Blouse,Clothing,85,New York,L,Black,Summer,3.4,No,Express,No,No,22,Credit Card,Annually,0,1,23,0.9565217391304348,1955,85,0,1,0,1,0,Good,0,0.0,0.43333333333333335,0.07346153846153847,41.20158862876254,0,0.6858974358974359,0.8070512820512821,0.3557692307692308,69.72756410256412,0,Not Loyal by Either Definition,60+,High,Bronze,Casual Customer,0
1735,31,Male,Jeans,Clothing,98,Missouri,L,Brown,Spring,3.1,No,Next Day Air,No,No,16,PayPal,Quarterly,0,4,17,0.9411764705882353,1666,98,0,1,0,1,0,Good,0,0.0,0.31141025641025644,0.29384615384615387,43.12160633484163,0,0.6119230769230769,0.9708974358974359,0.23602564102564103,68.46987179487179,0,Not Loyal by Either Definition,26-35,High,Bronze,Casual Customer,0
1736,58,Male,Dress,Clothing,34,Texas,M,Purple,Winter,3.6,No,Express,No,No,31,Venmo,Annually,0,1,32,0.96875,1088,34,0,1,0,1,0,Good,0,0.0,0.6153846153846154,0.07346153846153847,49.63846153846154,0,0.4157692307692308,0.18987179487179487,0.4369230769230769,45.11602564102565,0,Not Loyal by Either Definition,46-60,Medium,Silver,Casual Customer,0
1737,57,Male,Shorts,Clothing,61,Tennessee,M,Purple,Summer,2.6,No,2-Day Shipping,No,No,43,Cash,Quarterly,0,4,44,0.9772727272727273,2684,61,0,1,0,1,0,Average,0,0.0,0.8514102564102564,0.29384615384615387,68.14353146853148,0,0.8206410256410256,0.5135897435897436,0.037307692307692306,61.41153846153846,0,Not Loyal by Either Definition,46-60,Premium,Gold,Casual Customer,0
1738,42,Male,Jewelry,Accessories,98,Ohio,L,Gray,Summer,4.2,No,Store Pickup,No,No,50,Venmo,Bi-Weekly,0,26,51,0.9803921568627451,4998,98,0,1,0,1,1,Excellent,0,40.0,0.9902564102564102,0.7223076923076923,89.45015082956257,1,0.9992307692307693,0.9708974358974359,0.6871794871794872,92.98525641025643,1,Loyal by Both Definitions,36-45,Premium,Elite,True Loyalist,1
1739,60,Male,Handbag,Accessories,61,Tennessee,M,Green,Spring,2.9,No,2-Day Shipping,No,No,37,Credit Card,Weekly,0,52,38,0.9736842105263158,2318,61,0,1,0,1,0,Average,0,0.0,0.7342307692307692,0.931025641025641,85.09996626180836,0,0.7564102564102564,0.5135897435897436,0.15320512820512822,61.16025641025642,0,Not Loyal by Either Definition,46-60,Premium,Elite,Casual Customer,0
1740,21,Male,Jewelry,Accessories,98,Minnesota,L,Silver,Winter,4.2,No,Express,No,No,23,Cash,Weekly,0,52,24,0.9583333333333334,2352,98,0,1,0,1,1,Excellent,0,40.0,0.451025641025641,0.931025641025641,72.04871794871795,0,0.7625641025641026,0.9708974358974359,0.6871794871794872,83.51858974358976,1,Value-Quality Loyal Only,18-25,Premium,Elite,Casual Customer,1
1741,69,Male,Pants,Clothing,21,Wisconsin,L,Charcoal,Fall,3.3,No,Next Day Air,No,No,10,Bank Transfer,Every 3 Months,0,4,11,0.9090909090909091,231,21,0,1,0,1,0,Good,0,0.0,0.1914102564102564,0.29384615384615387,37.07989510489511,0,0.06525641025641025,0.019358974358974358,0.3137179487179487,24.368589743589745,0,Not Loyal by Either Definition,60+,Low,Bronze,Casual Customer,0
1742,41,Male,Pants,Clothing,51,Delaware,XL,Teal,Winter,3.6,No,Next Day Air,No,No,20,Bank Transfer,Monthly,0,12,21,0.9523809523809523,1071,51,0,1,0,1,0,Good,0,0.0,0.38974358974358975,0.5117948717948718,54.4989010989011,0,0.40897435897435896,0.39615384615384613,0.4369230769230769,50.00128205128205,0,Not Loyal by Either Definition,36-45,Medium,Silver,Casual Customer,0
1743,51,Male,Sandals,Footwear,80,Kansas,XL,White,Spring,4.3,No,Express,No,No,18,Venmo,Every 3 Months,0,4,19,0.9473684210526315,1520,80,0,1,0,1,1,Excellent,0,40.0,0.34833333333333333,0.29384615384615387,44.90698380566802,0,0.5665384615384615,0.7434615384615385,0.7276923076923076,70.80192307692307,1,Value-Quality Loyal Only,46-60,High,Bronze,Casual Customer,1
1744,23,Male,Skirt,Clothing,72,Missouri,XL,Brown,Winter,3.3,No,Standard,No,No,3,Bank Transfer,Weekly,0,52,4,0.75,288,72,0,1,0,1,0,Good,0,0.0,0.05153846153846154,0.931025641025641,49.9051282051282,0,0.09076923076923077,0.6485897435897436,0.3137179487179487,41.1198717948718,0,Not Loyal by Either Definition,18-25,Low,Silver,Casual Customer,0
1745,57,Male,Sunglasses,Accessories,63,Michigan,L,Teal,Winter,3.0,No,Standard,No,No,23,PayPal,Weekly,0,52,24,0.9583333333333334,1512,63,0,1,0,1,0,Average,0,0.0,0.451025641025641,0.931025641025641,72.04871794871795,0,0.5620512820512821,0.537051282051282,0.19525641025641025,54.81346153846154,0,Not Loyal by Either Definition,46-60,High,Elite,Casual Customer,0
1746,40,Male,Skirt,Clothing,27,West Virginia,L,Red,Winter,3.6,No,Store Pickup,No,No,27,Cash,Weekly,0,52,28,0.9642857142857143,756,27,0,1,0,1,0,Good,0,0.0,0.5337179487179488,0.931025641025641,75.88891941391941,0,0.28487179487179487,0.09653846153846155,0.4369230769230769,37.54679487179487,0,Not Loyal by Either Definition,36-45,Medium,Elite,Casual Customer,0
1747,65,Male,Handbag,Accessories,44,Alabama,L,Brown,Summer,3.1,No,Store Pickup,No,No,44,Bank Transfer,Fortnightly,0,26,45,0.9777777777777777,1980,44,0,1,0,1,0,Good,0,0.0,0.8688461538461538,0.7223076923076923,83.93440170940171,1,0.6917948717948718,0.31346153846153846,0.23602564102564103,55.228846153846156,0,Behaviorally Loyal Only,60+,High,Elite,True Loyalist,0
1748,61,Male,Coat,Outerwear,23,New Hampshire,M,Yellow,Winter,2.9,No,Express,No,No,41,Venmo,Quarterly,0,4,42,0.9761904761904762,966,23,0,1,0,1,0,Average,0,0.0,0.8129487179487179,0.29384615384615387,66.39111721611721,0,0.36641025641025643,0.04384615384615385,0.15320512820512822,33.81666666666667,0,Not Loyal by Either Definition,60+,Medium,Gold,Casual Customer,0
1749,34,Male,Skirt,Clothing,93,Montana,L,Teal,Winter,3.9,No,2-Day Shipping,No,No,41,Bank Transfer,Annually,0,1,42,0.9761904761904762,3906,93,0,1,0,1,0,Good,0,0.0,0.8129487179487179,0.07346153846153847,58.67765567765567,0,0.9537179487179487,0.9016666666666666,0.5603846153846154,86.89807692307691,0,Not Loyal by Either Definition,26-35,Premium,Silver,Casual Customer,0
1750,43,Male,Hoodie,Clothing,70,Wyoming,L,Pink,Fall,3.2,No,2-Day Shipping,No,No,36,Debit Card,Every 3 Months,0,4,37,0.972972972972973,2590,70,0,1,0,1,0,Good,0,0.0,0.7151282051282051,0.29384615384615387,61.924844074844074,0,0.808076923076923,0.6234615384615385,0.2755128205128205,68.4198717948718,0,Not Loyal by Either Definition,36-45,Premium,Gold,Casual Customer,0
1751,31,Male,Sunglasses,Accessories,85,Missouri,M,White,Fall,3.1,No,Express,No,No,38,Venmo,Every 3 Months,0,4,39,0.9743589743589743,3315,85,0,1,0,1,0,Good,0,0.0,0.7532051282051282,0.29384615384615387,63.66602564102565,0,0.9041025641025641,0.8070512820512821,0.23602564102564103,76.06089743589745,0,Not Loyal by Either Definition,26-35,Premium,Gold,Casual Customer,0
1752,57,Male,Sweater,Clothing,40,Ohio,M,Silver,Winter,3.2,No,2-Day Shipping,No,No,34,Cash,Annually,0,1,35,0.9714285714285714,1400,40,0,1,0,1,0,Good,0,0.0,0.6797435897435897,0.07346153846153847,52.58818681318681,0,0.5241025641025641,0.266025641025641,0.2755128205128205,48.12499999999999,0,Not Loyal by Either Definition,46-60,High,Silver,Casual Customer,0
1753,34,Male,Boots,Footwear,29,South Dakota,L,Blue,Winter,3.3,No,Store Pickup,No,No,14,Venmo,Quarterly,0,4,15,0.9333333333333333,435,29,0,1,0,1,0,Good,0,0.0,0.27192307692307693,0.29384615384615387,41.187820512820515,0,0.1519230769230769,0.12192307692307693,0.3137179487179487,30.399358974358968,0,Not Loyal by Either Definition,26-35,Low,Bronze,Casual Customer,0
1754,25,Male,Skirt,Clothing,27,Colorado,L,Black,Fall,4.8,No,Next Day Air,No,No,23,Credit Card,Fortnightly,0,26,24,0.9583333333333334,648,27,0,1,0,1,1,Excellent,0,40.0,0.451025641025641,0.7223076923076923,64.74358974358975,0,0.24384615384615385,0.09653846153846155,0.9226923076923077,45.62115384615385,0,Not Loyal by Either Definition,18-25,Low,Gold,Casual Customer,0
1755,66,Male,Dress,Clothing,93,Massachusetts,S,Beige,Fall,3.8,No,2-Day Shipping,No,No,18,Credit Card,Fortnightly,0,26,19,0.9473684210526315,1767,93,0,1,0,1,0,Good,0,0.0,0.34833333333333333,0.7223076923076923,59.90313765182186,0,0.6426923076923077,0.9016666666666666,0.5167948717948718,73.58525641025642,0,Not Loyal by Either Definition,60+,High,Gold,Casual Customer,0
1756,56,Male,Belt,Accessories,20,Delaware,XL,Charcoal,Spring,4.6,No,Next Day Air,No,No,45,Cash,Monthly,0,12,46,0.9782608695652174,920,20,0,1,0,1,1,Excellent,0,40.0,0.8887179487179487,0.5117948717948718,77.47034559643255,1,0.34423076923076923,0.006794871794871795,0.8444871794871794,45.82884615384616,0,Behaviorally Loyal Only,46-60,Medium,Elite,True Loyalist,0
1757,49,Male,Jewelry,Accessories,55,New Hampshire,S,Cyan,Fall,2.8,No,Free Shipping,No,No,14,Bank Transfer,Weekly,0,52,15,0.9333333333333333,825,55,0,1,0,1,0,Average,0,0.0,0.27192307692307693,0.931025641025641,63.48910256410256,0,0.31076923076923074,0.4428205128205128,0.11448717948717949,40.79102564102565,0,Not Loyal by Either Definition,46-60,Medium,Gold,Casual Customer,0
1758,19,Male,Dress,Clothing,94,Michigan,L,Yellow,Fall,3.6,No,Standard,No,No,48,Debit Card,Annually,0,1,49,0.9795918367346939,4606,94,0,1,0,1,0,Good,0,0.0,0.953974358974359,0.07346153846153847,65.09183673469387,0,0.990897435897436,0.9155128205128205,0.4369230769230769,86.2621794871795,0,Not Loyal by Either Definition,18-25,Premium,Gold,Casual Customer,0
1759,27,Male,Hat,Accessories,56,Pennsylvania,M,Silver,Winter,4.3,No,Free Shipping,No,No,17,Venmo,Bi-Weekly,0,26,18,0.9444444444444444,1008,56,0,1,0,1,1,Excellent,0,40.0,0.32897435897435895,0.7223076923076923,58.973504273504275,0,0.38294871794871793,0.45474358974358975,0.7276923076923076,56.24038461538462,0,Not Loyal by Either Definition,26-35,Medium,Silver,Casual Customer,0
1760,68,Male,Sweater,Clothing,58,Louisiana,L,Green,Spring,4.0,No,Next Day Air,No,No,1,PayPal,Weekly,0,52,2,0.5,116,58,0,1,0,1,1,Good,0,40.0,0.010769230769230769,0.931025641025641,43.07051282051282,0,0.019487179487179488,0.4785897435897436,0.6043589743589743,39.83141025641026,0,Not Loyal by Either Definition,60+,Low,Bronze,Casual Customer,0
1761,20,Male,Skirt,Clothing,44,Minnesota,XL,Peach,Spring,3.5,No,Standard,No,No,39,PayPal,Weekly,0,52,40,0.975,1760,44,0,1,0,1,0,Good,0,0.0,0.7725641025641026,0.931025641025641,86.85128205128206,1,0.6384615384615384,0.31346153846153846,0.3985897435897436,56.34679487179487,0,Behaviorally Loyal Only,18-25,High,Elite,True Loyalist,0
1762,21,Male,Hoodie,Clothing,95,Hawaii,S,Green,Fall,4.9,No,2-Day Shipping,No,No,24,Cash,Weekly,0,52,25,0.96,2375,95,0,1,0,1,1,Excellent,0,40.0,0.47205128205128205,0.931025641025641,73.02820512820512,0,0.7661538461538462,0.93,0.9619230769230769,88.13461538461539,1,Value-Quality Loyal Only,18-25,Premium,Elite,Casual Customer,1
1763,36,Male,Sandals,Footwear,42,Idaho,M,Brown,Summer,3.1,No,Express,No,No,41,Bank Transfer,Fortnightly,0,26,42,0.9761904761904762,1764,42,0,1,0,1,0,Good,0,0.0,0.8129487179487179,0.7223076923076923,81.38727106227105,1,0.6411538461538462,0.2914102564102564,0.23602564102564103,52.65192307692308,0,Behaviorally Loyal Only,36-45,High,Elite,True Loyalist,0
1764,37,Male,Jewelry,Accessories,93,Vermont,M,Lavender,Winter,3.9,No,Store Pickup,No,No,28,PayPal,Annually,0,1,29,0.9655172413793104,2697,93,0,1,0,1,0,Good,0,0.0,0.553974358974359,0.07346153846153847,46.81034482758621,0,0.821923076923077,0.9016666666666666,0.5603846153846154,81.62628205128206,0,Not Loyal by Either Definition,36-45,Premium,Silver,Casual Customer,0
1765,61,Male,Dress,Clothing,56,Delaware,M,Charcoal,Summer,3.0,No,Store Pickup,No,No,34,Venmo,Quarterly,0,4,35,0.9714285714285714,1960,56,0,1,0,1,0,Average,0,0.0,0.6797435897435897,0.29384615384615387,60.30164835164835,0,0.6866666666666666,0.45474358974358975,0.19525641025641025,57.74038461538462,0,Not Loyal by Either Definition,60+,High,Gold,Casual Customer,0
1766,68,Male,Hoodie,Clothing,88,New Mexico,M,Orange,Spring,4.1,No,2-Day Shipping,No,No,41,Venmo,Quarterly,0,4,42,0.9761904761904762,3696,88,0,1,0,1,1,Excellent,0,40.0,0.8129487179487179,0.29384615384615387,66.39111721611721,0,0.9374358974358974,0.8392307692307692,0.6465384615384615,86.40897435897436,1,Value-Quality Loyal Only,60+,Premium,Gold,Casual Customer,1
1767,60,Male,Sweater,Clothing,54,Alaska,S,Cyan,Winter,4.3,No,2-Day Shipping,No,No,27,Cash,Bi-Weekly,0,26,28,0.9642857142857143,1512,54,0,1,0,1,1,Excellent,0,40.0,0.5337179487179488,0.7223076923076923,68.58379120879121,0,0.5620512820512821,0.432948717948718,0.7276923076923076,62.85961538461539,0,Not Loyal by Either Definition,46-60,High,Gold,Casual Customer,0
1768,69,Male,Jewelry,Accessories,89,Minnesota,L,Lavender,Fall,3.8,No,2-Day Shipping,No,No,46,Debit Card,Fortnightly,0,26,47,0.9787234042553191,4183,89,0,1,0,1,0,Good,0,0.0,0.9093589743589744,0.7223076923076923,85.77639116202947,1,0.9721794871794872,0.8519230769230769,0.5167948717948718,85.52115384615385,0,Behaviorally Loyal Only,60+,Premium,Elite,True Loyalist,0
1769,25,Male,Sandals,Footwear,45,Nebraska,M,Indigo,Summer,3.9,No,2-Day Shipping,No,No,2,PayPal,Every 3 Months,0,4,3,0.6666666666666666,135,45,0,1,0,1,0,Good,0,0.0,0.03064102564102564,0.29384615384615387,24.996794871794872,0,0.02576923076923077,0.32666666666666666,0.5603846153846154,35.4051282051282,0,Not Loyal by Either Definition,18-25,Low,Bronze,Casual Customer,0
1770,32,Male,Socks,Clothing,75,Alaska,L,Brown,Winter,4.3,No,Free Shipping,No,No,45,Cash,Monthly,0,12,46,0.9782608695652174,3450,75,0,1,0,1,1,Excellent,0,40.0,0.8887179487179487,0.5117948717948718,77.47034559643255,1,0.9166666666666666,0.6837179487179487,0.7276923076923076,83.31346153846154,1,Loyal by Both Definitions,26-35,Premium,Elite,True Loyalist,1
1771,53,Male,Backpack,Accessories,22,Michigan,M,Pink,Fall,4.3,No,Express,No,No,34,Bank Transfer,Weekly,0,52,35,0.9714285714285714,770,22,0,1,0,1,1,Excellent,0,40.0,0.6797435897435897,0.931025641025641,82.6029304029304,0,0.2894871794871795,0.030897435897435897,0.7276923076923076,41.90576923076923,0,Not Loyal by Either Definition,46-60,Medium,Elite,Casual Customer,0
1772,46,Male,Shirt,Clothing,82,Indiana,XL,Turquoise,Fall,4.7,No,Store Pickup,No,No,9,Credit Card,Annually,0,1,10,0.9,820,82,0,1,0,1,1,Excellent,0,40.0,0.17333333333333334,0.07346153846153847,28.371153846153852,0,0.3087179487179487,0.7694871794871795,0.8852564102564102,64.29102564102564,0,Not Loyal by Either Definition,46-60,Medium,Bronze,Casual Customer,0
1773,58,Male,Shoes,Footwear,34,Hawaii,M,Gold,Summer,3.1,No,2-Day Shipping,No,No,1,Bank Transfer,Annually,0,1,2,0.5,68,34,0,1,0,1,0,Good,0,0.0,0.010769230769230769,0.07346153846153847,13.055769230769233,0,0.0057692307692307696,0.18987179487179487,0.23602564102564103,24.698076923076922,0,Not Loyal by Either Definition,46-60,Low,Bronze,Casual Customer,0
1774,21,Male,Coat,Outerwear,92,West Virginia,M,Blue,Summer,2.7,No,Free Shipping,No,No,17,PayPal,Annually,0,1,18,0.9444444444444444,1656,92,0,1,0,1,0,Average,0,0.0,0.32897435897435895,0.07346153846153847,36.263888888888886,0,0.6092307692307692,0.8908974358974359,0.07730769230769231,63.187820512820515,0,Not Loyal by Either Definition,18-25,High,Bronze,Casual Customer,0
1775,46,Male,Sweater,Clothing,78,New York,M,Lavender,Spring,3.7,No,Express,No,No,6,PayPal,Weekly,0,52,7,0.8571428571428571,546,78,0,1,0,1,0,Good,0,0.0,0.12,0.931025641025641,55.12875457875457,0,0.20166666666666666,0.7192307692307692,0.4748717948717949,50.544871794871796,0,Not Loyal by Either Definition,46-60,Low,Silver,Casual Customer,0
1776,18,Male,Jacket,Outerwear,47,Iowa,M,Violet,Spring,3.3,No,2-Day Shipping,No,No,12,Cash,Bi-Weekly,0,26,13,0.9230769230769231,611,47,0,1,0,1,0,Good,0,0.0,0.2323076923076923,0.7223076923076923,54.19615384615384,0,0.23051282051282052,0.3496153846153846,0.3137179487179487,39.23525641025641,0,Not Loyal by Either Definition,Teen,Low,Silver,Casual Customer,0
1777,56,Male,Jacket,Outerwear,64,Arizona,L,Cyan,Summer,3.4,No,Free Shipping,No,No,10,Venmo,Every 3 Months,0,4,11,0.9090909090909091,704,64,0,1,0,1,0,Good,0,0.0,0.1914102564102564,0.29384615384615387,37.07989510489511,0,0.2664102564102564,0.5507692307692308,0.3557692307692308,46.54102564102565,0,Not Loyal by Either Definition,46-60,Medium,Bronze,Casual Customer,0
1778,18,Male,Sneakers,Footwear,44,Minnesota,L,Purple,Winter,4.7,No,Free Shipping,No,No,4,Cash,Fortnightly,0,26,5,0.8,220,44,0,1,0,1,1,Excellent,0,40.0,0.07487179487179488,0.7223076923076923,44.65,0,0.06064102564102564,0.31346153846153846,0.8852564102564102,42.9673076923077,0,Not Loyal by Either Definition,Teen,Low,Bronze,Casual Customer,0
1779,49,Male,Belt,Accessories,94,Texas,M,Red,Winter,4.9,No,Store Pickup,No,No,8,Debit Card,Bi-Weekly,0,26,9,0.8888888888888888,846,94,0,1,0,1,1,Excellent,0,40.0,0.1564102564102564,0.7223076923076923,50.09700854700855,0,0.31858974358974357,0.9155128205128205,0.9619230769230769,69.8698717948718,1,Value-Quality Loyal Only,46-60,Medium,Silver,Casual Customer,1
1780,29,Male,Scarf,Accessories,62,Virginia,M,Charcoal,Winter,4.3,No,Free Shipping,No,No,41,Venmo,Weekly,0,52,42,0.9761904761904762,2604,62,0,1,0,1,1,Excellent,0,40.0,0.8129487179487179,0.931025641025641,88.69239926739925,1,0.8101282051282052,0.523974358974359,0.7276923076923076,75.05833333333334,1,Loyal by Both Definitions,26-35,Premium,Elite,True Loyalist,1
1781,67,Male,Jewelry,Accessories,81,North Dakota,S,Gray,Summer,4.2,No,Next Day Air,No,No,49,Credit Card,Weekly,0,52,50,0.98,4050,81,0,1,0,1,1,Excellent,0,40.0,0.972948717948718,0.931025641025641,95.96858974358975,1,0.9637179487179487,0.7560256410256411,0.6871794871794872,86.19294871794872,1,Loyal by Both Definitions,60+,Premium,Elite,True Loyalist,1
1782,31,Male,T-shirt,Clothing,33,Iowa,M,Pink,Fall,3.7,No,Express,No,No,49,Bank Transfer,Quarterly,0,4,50,0.98,1650,33,0,1,0,1,0,Good,0,0.0,0.972948717948718,0.29384615384615387,73.66730769230769,0,0.6071794871794872,0.17756410256410257,0.4748717948717949,53.223717948717955,0,Not Loyal by Either Definition,26-35,High,Elite,Casual Customer,0
1783,52,Male,Pants,Clothing,88,Utah,M,Lavender,Fall,2.7,No,Next Day Air,No,No,40,Bank Transfer,Fortnightly,0,26,41,0.975609756097561,3608,88,0,1,0,1,0,Average,0,0.0,0.7934615384615384,0.7223076923076923,80.49873358348967,1,0.9305128205128205,0.8392307692307692,0.07730769230769231,74.74743589743589,0,Behaviorally Loyal Only,46-60,Premium,Elite,True Loyalist,0
1784,42,Male,Handbag,Accessories,49,Ohio,L,Lavender,Winter,3.3,No,Free Shipping,No,No,30,Credit Card,Monthly,0,12,31,0.967741935483871,1519,49,0,1,0,1,0,Good,0,0.0,0.5924358974358974,0.5117948717948718,63.927274607113326,0,0.5652564102564103,0.37153846153846154,0.3137179487179487,53.17307692307692,0,Not Loyal by Either Definition,36-45,High,Gold,Casual Customer,0
1785,32,Male,Backpack,Accessories,31,Louisiana,L,Yellow,Summer,4.8,No,Standard,No,No,4,Debit Card,Quarterly,0,4,5,0.8,155,31,0,1,0,1,1,Excellent,0,40.0,0.07487179487179488,0.29384615384615387,29.653846153846157,0,0.034102564102564105,0.14807692307692308,0.9226923076923077,38.5198717948718,0,Not Loyal by Either Definition,26-35,Low,Bronze,Casual Customer,0
1786,47,Male,Gloves,Accessories,29,Iowa,S,Peach,Fall,4.1,No,Next Day Air,No,No,22,Venmo,Monthly,0,12,23,0.9565217391304348,667,29,0,1,0,1,1,Excellent,0,40.0,0.43333333333333335,0.5117948717948718,56.543255295429205,0,0.2514102564102564,0.12192307692307693,0.6465384615384615,41.035256410256416,0,Not Loyal by Either Definition,46-60,Medium,Silver,Casual Customer,0
1787,45,Male,Jacket,Outerwear,34,Maryland,M,Brown,Spring,4.6,No,2-Day Shipping,No,No,22,Venmo,Monthly,0,12,23,0.9565217391304348,782,34,0,1,0,1,1,Excellent,0,40.0,0.43333333333333335,0.5117948717948718,56.543255295429205,0,0.29294871794871796,0.18987179487179487,0.8444871794871794,48.35448717948718,0,Not Loyal by Either Definition,36-45,Medium,Silver,Casual Customer,0
1788,20,Male,Sweater,Clothing,38,Montana,L,Gold,Fall,4.9,No,2-Day Shipping,No,No,10,Bank Transfer,Quarterly,0,4,11,0.9090909090909091,418,38,0,1,0,1,1,Excellent,0,40.0,0.1914102564102564,0.29384615384615387,37.07989510489511,0,0.14423076923076922,0.24269230769230768,0.9619230769230769,46.075,0,Not Loyal by Either Definition,18-25,Low,Bronze,Casual Customer,0
1789,66,Male,Blouse,Clothing,41,Illinois,L,Pink,Summer,3.1,No,Store Pickup,No,No,23,Cash,Bi-Weekly,0,26,24,0.9583333333333334,984,41,0,1,0,1,0,Good,0,0.0,0.451025641025641,0.7223076923076923,64.74358974358975,0,0.3728205128205128,0.2787179487179487,0.23602564102564103,41.60128205128205,0,Not Loyal by Either Definition,60+,Medium,Gold,Casual Customer,0
1790,52,Male,Blouse,Clothing,34,Arizona,L,Peach,Spring,3.0,No,2-Day Shipping,No,No,43,Debit Card,Quarterly,0,4,44,0.9772727272727273,1496,34,0,1,0,1,0,Average,0,0.0,0.8514102564102564,0.29384615384615387,68.14353146853148,0,0.5575641025641026,0.18987179487179487,0.19525641025641025,45.95448717948718,0,Not Loyal by Either Definition,46-60,High,Gold,Casual Customer,0
1791,50,Male,Gloves,Accessories,26,North Carolina,S,Violet,Summer,3.7,No,Store Pickup,No,No,31,PayPal,Bi-Weekly,0,26,32,0.96875,832,26,0,1,0,1,0,Good,0,0.0,0.6153846153846154,0.7223076923076923,72.34807692307692,0,0.31333333333333335,0.08487179487179487,0.4748717948717949,39.1525641025641,0,Not Loyal by Either Definition,46-60,Medium,Elite,Casual Customer,0
1792,62,Male,Jeans,Clothing,98,Montana,S,Purple,Winter,4.0,No,Store Pickup,No,No,38,Cash,Annually,0,1,39,0.9743589743589743,3822,98,0,1,0,1,1,Good,0,40.0,0.7532051282051282,0.07346153846153847,55.952564102564104,0,0.9455128205128205,0.9708974358974359,0.6043589743589743,89.18012820512821,1,Value-Quality Loyal Only,60+,Premium,Silver,Casual Customer,1
1793,38,Male,Sneakers,Footwear,59,Iowa,M,Peach,Fall,3.0,No,Express,No,No,22,Debit Card,Every 3 Months,0,4,23,0.9565217391304348,1357,59,0,1,0,1,0,Average,0,0.0,0.43333333333333335,0.29384615384615387,48.91505016722408,0,0.5092307692307693,0.49064102564102563,0.19525641025641025,51.54038461538462,0,Not Loyal by Either Definition,36-45,High,Silver,Casual Customer,0
1794,65,Male,Hat,Accessories,92,Iowa,S,White,Fall,3.8,No,Store Pickup,No,No,45,Cash,Every 3 Months,0,4,46,0.9782608695652174,4232,92,0,1,0,1,0,Good,0,0.0,0.8887179487179487,0.29384615384615387,69.84214046822743,0,0.975,0.8908974358974359,0.5167948717948718,86.60833333333333,0,Not Loyal by Either Definition,60+,Premium,Gold,Casual Customer,0
1795,60,Male,Backpack,Accessories,40,Ohio,L,Indigo,Spring,3.7,No,Express,No,No,21,Debit Card,Fortnightly,0,26,22,0.9545454545454546,880,40,0,1,0,1,0,Good,0,0.0,0.4126923076923077,0.7223076923076923,62.942832167832165,0,0.3301282051282051,0.266025641025641,0.4748717948717949,44.35320512820513,0,Not Loyal by Either Definition,46-60,Medium,Gold,Casual Customer,0
1796,68,Male,Jeans,Clothing,20,Wisconsin,S,Violet,Fall,4.0,No,2-Day Shipping,No,No,9,Debit Card,Fortnightly,0,26,10,0.9,200,20,0,1,0,1,1,Good,0,40.0,0.17333333333333334,0.7223076923076923,51.08076923076923,0,0.055,0.006794871794871795,0.6043589743589743,29.45705128205128,0,Not Loyal by Either Definition,60+,Low,Silver,Casual Customer,0
